단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
900110,HK0000057197,이스트아시아홀딩스,FS,,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1244,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,266142,0,20100423,26286,909586230,12,,0,,N,N,298,26,37,27,2,20250630.0,327,,N,N,N
900270,HK0000214814,헝셩그룹,FS,,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,203,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7031165,0,20160818,188047,571779873,12,,0,,N,N,458,-14,-2,0,0,20250630.0,381,,N,N,N
900260,HK0000295359,로스웰,FS,,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,939,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,151243,0,20160630,36031,1002602908,12,,0,,N,N,2504,23,66,57,5,20250630.0,338,,N,N,N
900290,HK0000307485,GRT,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2880,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,281840,0,20161025,80850,1052929473,6,,0,,N,N,9593,1373,1171,962,9,20250630.0,2328,,N,N,N
900300,HK0000312568,오가닉티코스메틱,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34225456,0,20161104,96002,1325546285,12,,0,,N,N,769,-283,-435,-435,-35,20250630.0,355,,N,N,N
900310,HK0000341732,컬러레이,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,633,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,874822,0,20170810,64041,398343224,12,,0,,N,N,229,12,11,10,1,20250630.0,405,,N,N,N
900340,HK0000449303,윙입푸드,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,856,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,275377,0,20181130,50330,366714868,12,,0,,N,N,1000,94,74,63,6,20250630.0,430,,N,N,N
000250,KR7000250001,삼천당제약,ST,1.0,1009,1024,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,220500,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,145006,500,20001004,23457,11728736000,12,,0,,N,Y,1075,-4,-2,-3,-2,20250630.0,51723,,N,N,Y
000440,KR7000440008,중앙에너비스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12028,500,19930324,6227,3113565000,12,,0,,N,N,251,-12,-11,-11,-4,20250630.0,946,,N,N,N
0004Y0,KR70004Y0000,디비금융제14호스팩,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,2000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1585,100,20250722,5315,531500000,12,,0,,N,N,0,0,0,0,0,20241231.0,106,,N,N,N
0008Z0,KR70008Z0005,에스엔시스,ST,0.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,34350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,128522,500,20250819,9436,4914166500,12,,0,,N,N,730,87,92,93,17,20250630.0,3241,,N,N,N
001000,KR7001000009,신라섬유,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2320,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2574931,100,19940628,24277,2427754000,12,,0,,N,N,37,4,-3,-3,-2,20241231.0,563,,N,N,N
0010V0,KR70010V0005,제이피아이헬스케어,ST,0.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,100697,500,20250821,5105,2552700000,12,,0,,N,N,243,28,23,21,11,20250630.0,909,,N,N,N
001540,KR7001540004,안국약품,ST,3.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,7810,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28100,500,20000615,13042,6521210000,12,,0,,N,N,1526,108,88,66,8,20250630.0,1018,,N,N,N
001810,KR7001810001,무림SP,ST,3.0,1009,1021,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1433,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27228,500,20000104,22137,11068750000,12,,0,,N,N,973,18,49,41,4,20250630.0,317,,N,N,N
001840,KR7001840008,이화공영,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1616,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,19941123,22283,11141818000,12,,0,,N,N,1283,-198,-232,-231,-174,20241231.0,360,,N,N,N
002230,KR7002230001,피에스텍,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,18194,500,19910104,19273,9834621500,12,,0,,N,N,557,34,54,46,7,20250630.0,767,,N,N,N
002290,KR7002290005,삼일기업공사,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3595,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,131172,500,19921130,12400,6200000000,12,,0,,N,N,1127,57,70,58,9,20241231.0,445,,N,N,N
002680,KR7002680007,한탑,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,702,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,153134,500,19950707,32316,16158399500,12,,0,,N,N,418,16,24,23,10,20250630.0,226,,N,N,N
002800,KR7002800001,신신제약,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32466,500,20170228,15170,7585250000,12,,0,,N,N,549,35,24,24,7,20250630.0,781,,N,N,N
003100,KR7003100005,선광,ST,3.0,1013,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,18000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7106,1000,19991221,6600,6600000000,12,,0,,N,N,932,174,170,166,8,20250630.0,1188,,N,N,N
003310,KR7003310000,대주산업,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1491,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,160580,500,19920801,35392,18696175000,12,,0,,N,N,505,47,49,39,9,20250630.0,527,,N,N,N
003380,KR7003380003,하림지주,ST,1.0,1014,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,7430,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,272343,100,20170630,112005,11242047800,12,,0,,N,N,65144,4588,4290,3702,12,20250630.0,8322,HRM,N,N,Y
0037T0,KR70037T0008,KB제32호스팩,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,1994,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13649,100,20250704,6330,633000000,12,,0,,N,N,0,0,0,0,0,,126,,N,N,N
003800,KR7003800000,에이스침대,ST,2.0,1009,1031,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,27350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7851,1000,19960503,11090,11090000000,12,,0,,N,N,1579,290,415,322,9,20250630.0,3033,,N,N,N
0041B0,KR70041B0002,교보18호스팩,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,2055,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9011,100,20250814,5040,504000000,12,,0,,N,N,0,0,0,0,0,,103,,N,N,N
0041J0,KR70041J0004,엘에스스팩1호,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,1997,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20664,100,20250722,4110,411000000,12,,0,,N,N,0,0,0,0,0,,82,,N,N,N
0041L0,KR70041L0000,하나35호스팩,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,1999,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6904,100,20250806,6030,603000000,12,,0,,N,N,0,0,0,0,0,,120,,N,N,N
0044K0,KR70044K0008,삼성스팩10호,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,1994,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6559,100,20250821,7520,752000000,12,,0,,N,N,0,0,0,0,0,,149,,N,N,N
004590,KR7004590006,한국가구,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31321,100,19930603,15000,1500000000,12,,0,,N,N,685,99,99,78,8,20250630.0,750,,N,N,N
004650,KR7004650008,창해에탄올,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9760,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30665,500,20140730,9190,4595442500,12,,0,,N,N,620,94,90,74,11,20250630.0,897,,N,N,N
004780,KR7004780003,대륙제관,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14633,500,19941229,15903,7951599500,12,,0,,N,N,2747,158,157,115,8,20241231.0,564,,N,N,N
005160,KR7005160007,동국산업,ST,2.0,1009,1026,0,N,N,Y,,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,2830,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,206006,1000,19990625,54244,54244482000,12,,0,,N,N,4000,153,0,-22,-1,20250630.0,1535,,N,N,N
005290,KR7005290002,동진쎄미켐,ST,1.0,1009,1023,0,N,N,Y,,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,Y,35800,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,776698,500,19991221,51414,25707247000,12,,0,,N,Y,7449,1123,672,416,9,20250630.0,18406,,N,N,Y
005670,KR7005670005,푸드웰,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97771,500,19931207,10000,5000000000,12,,0,,N,N,1596,110,96,67,12,20250630.0,738,,N,N,N
005710,KR7005710009,대원산업,ST,2.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12090,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,29554,500,19930621,20037,10018800000,12,,0,,N,N,5494,482,571,461,17,20250630.0,2422,,N,N,N
005860,KR7005860002,한일사료,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3070,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,176499,500,19941107,39403,19701842500,12,,0,,N,N,2163,15,26,24,3,20250630.0,1209,,N,N,Y
005990,KR7005990007,매일홀딩스,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1988,500,19990514,13298,6859152000,12,,0,,N,N,10856,263,370,266,5,20250630.0,1417,,N,N,N
006050,KR7006050009,국영지앤엠,ST,3.0,1009,1025,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1203,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,200222,500,19941007,34895,17447621500,12,,0,,N,N,754,9,22,26,5,20241231.0,419,,N,N,N
006140,KR7006140008,피제이전자,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,18984,500,19931207,15000,7500000000,12,,0,,N,N,1693,108,116,92,7,20241231.0,780,,N,N,N
006620,KR7006620009,동구바이오제약,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,133656,500,20180213,28464,14232496000,12,,0,,N,N,1188,43,109,106,20,20250630.0,1451,,N,N,Y
006730,KR7006730006,서부T&D,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,9160,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,359416,500,19951006,65426,33713461500,12,,0,,N,N,1007,241,-44,-43,-2,20250630.0,5993,,N,N,Y
006910,KR7006910004,보성파워텍,ST,3.0,1009,1026,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,5100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,3133356,500,19940907,49129,24564912000,12,,0,,N,N,771,48,57,60,7,20241231.0,2505,,N,N,N
006920,KR7006920003,모헨즈,ST,3.0,1009,1025,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2995,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,36718,500,19890105,10920,5460000000,12,,0,,N,N,389,-9,-7,-9,-4,20250630.0,327,,N,N,N
0071M0,KR70071M0002,삼성스팩11호,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,1998,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4205,100,20250930,5760,576000000,12,,0,,N,N,0,0,0,0,0,,115,,N,N,N
0072Z0,KR70072Z0006,KB제33호스팩,ST,0.0,1014,0,0,,N,N,,N,,,,,Y,,,0,,,N,,,,,N,1980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33165,100,20250930,7885,788500000,12,,0,,N,N,0,0,0,0,0,,156,,N,N,N
007330,KR7007330004,푸른저축은행,ST,3.0,1014,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10040,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11424,1000,19931207,15082,15082800000,12,,0,,N,N,979,68,98,79,2,20241231.0,1514,,N,N,N
007370,KR7007370000,진양제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46146,500,20000727,13258,6629380000,12,,0,,N,N,1133,117,371,297,28,20241231.0,693,,N,N,N
007390,KR7007390008,네이처셀,ST,1.0,1009,1024,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,24800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,231246,500,19921130,64435,32217528000,12,,0,,N,Y,105,-20,-19,-19,-6,20250630.0,15979,,N,N,N
007530,KR7007530009,와이엠,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2860,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31298,500,19940805,22254,11127115500,12,,0,,N,N,897,15,-1,2,1,20250630.0,636,,N,N,N
007680,KR7007680002,대원,ST,3.0,1010,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4445,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2641,500,20171201,13446,6723237000,12,,0,,N,N,609,-44,-27,-27,-2,20250630.0,597,,N,N,N
007720,KR7007720006,소노스퀘어,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,701,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,195937,500,19940106,100800,50400225000,12,,0,,N,N,758,1,-5,-7,-1,20250630.0,706,,N,N,N
007770,KR7007770001,한일화학,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3532,500,19920907,3510,1755000000,12,,0,,N,N,634,-52,-68,-58,-10,20250630.0,282,,N,N,N
007820,KR7007820004,에스엠코어,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3945,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,181009,500,20111108,20033,10016973000,12,,0,,N,N,859,23,3,4,1,20250630.0,790,535,N,N,N
008290,KR7008290009,원풍물산,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,499,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,91398,500,19970718,40693,20346839500,12,,0,,N,N,227,-47,-78,-36,-24,20241231.0,203,,N,N,N
008370,KR7008370009,원풍,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9932,500,19921218,12000,6000000000,12,,0,,N,N,238,31,36,27,12,20250331.0,622,,N,N,N
008470,KR7008470007,부스타,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3910,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1418,500,20110223,8404,4202400000,12,,0,,N,N,606,13,6,2,1,20250630.0,328,,N,N,N
008830,KR7008830002,대동기어,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14280,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,51234,500,19910517,8987,4493760000,12,,0,,N,N,2571,45,3,12,1,20241231.0,1283,,N,N,N
009300,KR7009300005,삼아제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16630,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,27430,1000,20000719,6370,6370000000,12,,0,Y,N,N,419,94,118,90,8,20250630.0,1059,,N,N,N
009520,KR7009520008,포스코엠텍,ST,2.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,14780,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,398448,500,19971110,41642,20821351500,12,,0,,N,N,3466,14,27,6,0,20241231.0,6154,853,N,N,Y
009620,KR7009620006,삼보산업,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1761,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,113421,100,19931207,16386,1638609100,12,,0,,N,N,1428,78,32,28,55,20250630.0,288,,N,N,N
009730,KR7009730003,이렘,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,744,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,520316,500,19900727,61877,30938586000,12,,0,,N,N,1098,-47,-156,-149,-33,20241231.0,460,,N,N,N
009780,KR7009780008,엠에스씨,ST,3.0,1009,1019,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9230,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,83314,500,19931012,17600,8800000000,12,,0,,N,N,991,173,155,126,14,20250630.0,1624,,N,N,Y
010170,KR7010170009,대한광통신,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2660,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,15332996,500,19941107,131985,65992830000,12,,0,,N,N,670,-97,-81,-81,-34,20250630.0,3510,,N,N,N
010240,KR7010240000,흥국,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4855,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13752,500,20090512,12322,6161348000,12,,0,,N,N,681,74,62,49,9,20250630.0,598,,N,N,N
010280,KR7010280006,아이티센엔텍,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,197472,500,20000414,65123,32561893000,12,,0,,N,N,2397,9,-21,-43,-9,20250630.0,605,,N,N,N
010470,KR7010470003,오리콤,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,64581,1000,20001024,11975,11975050000,12,,0,Y,N,N,1094,35,41,31,5,20250630.0,674,391,N,N,N
011040,KR7011040003,경동제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5720,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,30988,500,19921218,30768,15684383000,12,,0,,N,N,952,20,7,12,1,20250630.0,1759,,N,N,N
011080,KR7011080009,형지I&C,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,744,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1562809,500,20040702,42313,21156804000,12,,0,,N,N,261,-27,-42,-42,-25,20250630.0,314,,N,N,N
011320,KR7011320009,유니크,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4385,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,706787,500,19931229,19320,9660347500,12,,0,,N,N,2102,87,73,60,10,20250630.0,847,,N,N,N
011370,KR7011370004,서한,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,874,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,116804,500,19940524,100894,50447432500,12,,0,,N,N,3513,503,386,285,11,20250630.0,881,,N,N,N
011560,KR7011560000,세보엠이씨,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12920,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,66192,500,19961223,10530,5265000000,12,,0,,N,N,3528,199,240,186,15,20250630.0,1360,,N,N,N
012340,KR7012340006,뉴인텍,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,444,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,83970,500,19970212,51606,25803231000,12,,0,,N,N,422,-22,-35,-35,-29,20250630.0,229,,N,N,N
012620,KR7012620001,원일특강,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4267,500,19940628,4400,2200000000,12,,0,,N,N,1944,75,68,57,7,20250630.0,334,,N,N,N
012700,KR7012700001,리드코프,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,56120,500,19960119,26446,13777741000,12,,0,,N,N,1730,61,113,89,4,20250630.0,981,,N,N,N
012790,KR7012790002,신일제약,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5720,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55985,500,19990813,11986,5993207500,12,,0,Y,N,N,894,152,165,143,10,20241231.0,685,,N,N,N
012860,KR7012860003,모베이스전자,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1287,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,84950,500,19941026,73233,36616728500,12,,0,,N,N,5275,175,54,42,3,20250630.0,942,,N,N,N
013030,KR7013030002,하이록코리아,ST,2.0,1009,1026,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,34100,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,102259,500,19891215,11768,6806616000,12,,0,,N,N,1034,291,297,227,11,20250630.0,4012,,N,N,Y
013120,KR7013120001,동원개발,ST,2.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2560,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,37007,500,19941229,90808,45404050000,12,,0,,N,N,1963,88,168,123,2,20250630.0,2324,,N,N,N
013310,KR7013310008,아진산업,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3015,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,233784,500,20151222,38806,19403291000,12,,0,,N,N,4985,546,314,226,14,20250630.0,1170,,N,N,Y
013720,KR7013720008,THE CUBE&,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,802,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,392427,1000,19931229,60828,60828143000,12,,0,Y,N,N,127,6,-20,-20,-6,20250630.0,487,,N,N,N
013810,KR7013810007,스페코,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2445,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,341646,500,19971103,14655,7327735000,12,,0,,N,N,152,-6,-2,-3,-1,20250630.0,358,,N,N,N
013990,KR7013990007,아가방컴퍼니,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4490,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,278547,500,20020117,32887,16443768000,12,,0,,N,N,889,62,69,51,7,20250630.0,1476,,N,N,Y
014100,KR7014100002,메디앙스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1792,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16442,500,19950103,11800,5900000000,12,,0,,N,N,262,6,-63,-63,-18,20250630.0,211,,N,N,N
014190,KR7014190003,원익큐브,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1382,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,146596,500,19960426,35399,17699953000,12,,0,,N,N,1520,33,36,29,5,20250630.0,489,,N,N,N
